word,sentence,label
소,화재가 발생했을 때 소화기로 불을 빠르게 진압했다.,0
소,주말에 이발소에 가서 머리를 새로 깎았다.,0
소,소가 넓은 초원에서 풀을 뜯으며 평화롭게 지내고 있었다.,1
소,농장에서 소의 우유를 짜서 신선한 치즈를 만들었다.,1
소,동물원에서 코뿔소의 크기와 힘을 보고 놀랐다.,0
소,친구와 함께 소리 내어 웃으면서 놀았다.,0
소,소금이 너무 많이 들어가서 음식이 짜다.,0
소,책에서 소설의 주인공이 모험을 떠나는 이야기였다.,0
소,소화가 잘 되는 음식을 먹는 것이 건강에 좋다.,0
소,농장에서 소들이 풀밭에서 평화롭게 먹이를 먹고 있다.,1
소,할아버지께서 젊을 때 소를 기르셨던 이야기를 들었다.,1
소,오늘은 농장 체험에서 소에게 먹이를 주는 일을 했다.,1
소,소가 멀리서 소리를 내며 나를 반겼다.,1
소,소들이 뛰어노는 모습을 보니 마음이 편안해졌다.,1
양,오늘 저녁에 갈비찜을 먹었는데 양이 엄청 많아서 배불렀다.,0
양,고양이가 창가에 앉아 밖을 바라보며 졸고 있었다.,0
양,정원에서 양동이에 물을 담아 꽃에 물을 주었다.,0
양,저녁 식사에 양파를 넣어 맛있는 볶음밥을 만들었다.,0
양,추운 날씨에 따뜻한 양말을 신고 발을 보호했다.,0
양,전기가 나가자 양초를 켜서 방 안을 밝혀 주었다.,0
양,주말에 양궁을 배우러 가서 활을 쏘는 법을 익혔다.,0
양,오늘은 크리스마스이다. 아침에 일어났더니 양말에 산타할아버지가 선물을 놓고 가셨다.,0
양,양털로 만든 스웨터가 따뜻해서 겨울에 자주 입는다.,1
양,양들이 풀밭에서 평화롭게 풀을 뜯고 있었다.,1
양,나는 시험 공부를 할 때 양을 정해놓고 계획적으로 공부한다.,0
양,친구와 함께 양념이 맛있는 바베큐를 먹었다.,0
양,양배추를 썰어서 샐러드에 넣었다.,0
양,우리 집에 양초가 많아서 전기가 나가도 불편하지 않다.,0
양,산책 중에 양을 발견해서 사진을 찍었다.,1
양,먹은 양이 너무 적어서 하루종일 배고팠다.,0
양,오늘 수업에서 양의 수를 계산하는 문제를 풀었다.,1
양,농장에 가서 양들이 뛰어노는 모습을 보았다.,1
양,양들이 평화롭게 풀을 뜯고 있는 모습을 보니 마음이 편안해졌다.,1
양,오늘 친구와 함께 양을 기르는 농장 체험을 했다.,1
양,양의 털로 만든 이불이 정말 따뜻하다.,1
양,양들이 방울 소리를 내며 우리를 맞아주었다.,1
쥐,문제를 해결하기 위해 아이디어를 쥐어짜내야 했다.,0
쥐,오늘 집에서 쥐를 발견해서 깜짝 놀랐다.,1
쥐,책상 밑에 쥐가 숨어 있어서 청소를 열심히 했다.,1
쥐,어제 쥐와 관련된 다큐멘터리를 봤다.,1
쥐,쥐가 종종 집 안에 나타나서 방역을 해야 한다.,1
쥐,친구가 쥐 모양의 장난감을 선물해주었다.,1
쥐,쥐의 이동 경로를 따라가 보니 음식이 떨어져 있었다.,1
쥐,실험실에서 쥐를 사용하여 과학 실험을 했다.,1
쥐,이 영화에서 쥐가 주인공으로 등장해 재미있었다.,1
쥐,쥐가 나오는 만화책을 읽으면서 웃음을 터뜨렸다.,1
쥐,벽에 작은 쥐구멍이 있어 보수 작업을 해야 한다.,1
쥐,숲 속에서 얼룩다람쥐가 나무를 타고 재빠르게 움직였다.,0
쥐,동굴 탐험 중에 박쥐들이 천장에 붙어 있는 모습을 발견했다.,0
쥐,집 안에 쥐덫을 설치했다.,1
쥐,선생님이 학생들에게 문제를 풀어보라고 쥐어주셨다.,0
쥐,아이디어를 쥐어짜며 어려운 문제를 해결해 나갔다.,0
쥐,시험 문제를 쥐어짜내며 집중해서 풀었다.,0
쥐,달리기를 하다가 갑자기 쥐가 나서 넘어졌다.,0
쥐,운동을 너무 많이 해서 종아리에 쥐가 나서 걷기 힘들었다.,0
쥐,책상에 오래 앉아 있어서 손목에 쥐가 나서 불편했다.,0
곰,장마철에 습기로 인해 벽에 곰팡이가 생겼다.,0
곰,문제를 곰곰이 생각해보니 해결 방법이 떠올랐다.,0
곰,오랜 시간 동안 일을 하다 보니 힘이 곰비다.,0
곰,옛날 사람들은 곰방대를 피우며 여유를 즐겼다.,0
곰,곰돌이 모양의 쿠션이 방에 놓여 있다.,1
곰,내가 그린 곰 그림을 벽에 걸었다.,1
곰,동물원에서 큰 곰을 보고 너무 놀랐다.,1
곰,산책 중에 곰발바닥 자국을 발견하고 신기해했다.,1
곰,곰 인형이 침대 위에 앉아 있어서 아이는 잠자기 전에 항상 그 곰 인형과 함께 잠들었다.,1
곰,아이는 곰인형을 자기 침대 옆에 두고 자는 것을 좋아한다.,1
곰,인형의 곰 발바닥 부분이 부드럽고 귀여운 디자인으로 되어 있었다.,1
곰,겨울철에는 곰이 겨울잠을 잔다는 것을 배웠다.,1
곰,친구가 곰 모양의 인형을 선물해 주었다.,1
곰,우리는 곰이 등장하는 동화를 읽으면서 재미있어 했다.,1
곰,산속에서 곰 발자국을 발견하고 신기해했다.,1
곰,곰의 털은 겨울철에 더 두꺼워진다고 한다.,1
곰,곰과 관련된 전설이나 이야기를 읽으며 상상력을 키웠다.,1
곰,북극곰은 차가운 북극 지역에서 살며 하얀 털이 특징이다.,0
곰,동물원에서 북극곰의 먹이 주는 모습을 보고 많은 사람들이 감탄했다.,0
곰,북극곰의 서식지인 북극은 지구에서 가장 추운 지역 중 하나이다.,0
곰,곰치라는 물고기는 구워 먹으면 매우 맛있다.,0
닭,닭살이 돋아서 옷을 더 껴입어야 했다.,0
닭,저녁에 닭볶음탕을 만들었는데 매우 맛있었다.,0
닭,닭발을 요리해서 친구들과 함께 먹었다.,0
닭,닭장을 청소하는 일이 조금 번거롭지만 필요하다.,1
닭,닭꼬치를 숯불에 구워서 간식으로 먹었다.,0
닭,닭고기를 사용해서 건강한 샐러드를 만들었다.,0
닭,닭가슴살을 구워서 다이어트 식단에 추가했다.,0
닭,시장에서 닭똥집을 사서 국물 요리를 해보았다.,0
닭,농장에 가서 다양한 종류의 닭을 구경했다.,1
닭,매일 아침 닭이 우는 소리에 일어난다.,1
닭,우리 집 뒷마당에 닭을 기르기 시작했다.,1
닭,동물원에서 닭의 다양한 품종을 배울 수 있었다.,1
닭,할아버지께서 직접 기른 닭을 가져와서 신선한 계란을 받았다.,1
닭,닭이 주는 계란으로 만든 오믈렛이 아침 식사로 좋다.,1
닭,친구가 기르는 닭들이 잘 자라고 있어서 기쁘다고 말했다.,1
새,오늘은 새벽에 일어나서 산책을 했다.,0
새,저녁에 엄마가 새우를 넣어 만든 요리를 해주셨다.,0
새,봄이 되어 새싹이 돋아나는 모습을 보니 기분이 상쾌했다.,0
새,새해가 밝아서 가족들과 함께 떡국을 먹었다.,0
새,나는 새로운 취미를 찾아보려고 여러 가지를 시도해 보고 있다.,0
새,시험 공부를 하느라 밤을 새우다 보니 너무 피곤했다.,0
새,새벽 공기가 차가웠지만 기분은 상쾌했다.,0
새,바닷가에서 신선한 새우를 직접 잡아봤다.,0
새,정원에 새싹들이 자라나기 시작해서 매일 물을 주고 있다.,0
새,새해 계획을 세우며 더 열심히 살기로 다짐했다.,0
새,오늘은 새 친구가 우리 반에 전학을 왔다.,0
새,새 학기가 시작되어서 학교에 가는 게 설렌다.,0
새,나는 새 운동화를 사서 기분이 좋다.,0
새,"도도새는 이미 멸종된 조류로, 한때는 마다가스카르에 살았다고 알려져 있다.",1
새,앵무새는 다양한 색상과 뛰어난 언어 능력으로 많은 사람들에게 사랑받는다.,1
새,화분에서 새싹이 돋아나면서 봄이 오는 것을 느꼈다.,0
새,저녁에 새우튀김을 주문해서 바삭하고 맛있게 먹었다.,0
새,신선한 새우를 사용해 맛있는 새우 볶음을 만들었다.,0
새,참새가 정원에 날아와서 나무 위에서 즐겁게 지저귀었다.,1
새,식당에서 새우 튀김을 시키니 겉은 바삭하고 속은 촉촉했다.,0
새,집에 가는 길에 새로 생긴 가게를 구경했다.,0
새,나는 새 목표를 세우고 열심히 노력하기로 다짐했다.,0
새,방을 새로 꾸몄더니 분위기가 달라졌다.,0
새,오늘 아침에 새가 지저귀는 소리를 들었다.,1
새,공원에서 작은 새가 날아가는 모습을 보았다.,1
새,나무 위에 앉아 있는 새가 참 예뻤다.,1
새,새들이 하늘을 날아다니는 걸 보니 기분이 좋아졌다.,1
새,창문 밖에서 새가 날개를 퍼덕이는 소리가 들렸다.,1
새,학교 가는 길에 새가 나를 따라오는 것 같았다.,1
새,새는 왜 그렇게 높은 곳을 날 수 있을까 궁금했다.,1
새,비가 온 뒤에 새들이 나뭇가지 위에서 놀고 있었다.,1
새,새가 모이를 주워 먹는 모습을 오래 지켜보았다.,1
뱀,오늘 저녁에는 뱀장어 구이를 먹었다.,0
뱀,친구가 산에서 뱀굴을 발견했다고 말했다.,1
뱀,할아버지께서 뱀술을 몸에 좋다고 하셨다.,1
뱀,동물원에서 뱀독에 대해 설명을 들었다.,1
뱀,정원에서 도마뱀이 빠르게 움직이며 벌레를 잡아먹는 모습을 봤다.,0
뱀,정원에서 도마뱀이 빠르게 기어가는 모습을 발견하고 조심스럽게 다가갔다.,0
뱀,도마뱀이 벽 위에서 햇볕을 쬐며 잠을 자고 있었다.,0
뱀,할로윈 파티에서 뱀파이어로 변신한 친구를 봤다.,0
뱀,시장에서 뱀무늬 가방을 팔고 있었다.,1
뱀,뱀허물을 발견하고 신기해서 사진을 찍었다.,1
뱀,책에서 뱀눈처럼 날카로운 눈을 가진 캐릭터가 나왔다.,1
뱀,내 친구는 뱀띠라서 장난으로 뱀이랑 닮았다고 놀렸다.,1
용,나는 새로 나온 게임을 한 번 해볼 용기가 생겼다.,0
용,나는 어려운 일을 할 때마다 항상 용기를 내려고 한다.,0
용,이번 주말에 캠핑 용품을 사러 가기로 했다.,0
용,어제 친구가 용돈을 받아서 같이 간식을 사 먹었다.,0
용,이번 프로젝트에서 새로운 프로그램을 사용해 보았다.,0
용,배운 지식을 실생활에 활용하는 것이 중요하다.,0
용,친구가 잘못을 사과해서 용서해 주기로 했다.,0
용,장난감 속에 들어있는 용수철이 고장 나서 수리했다.,0
용,철을 녹이는 용광로에서 엄청난 열기가 느껴졌다.,0
용,보고서에 중요한 내용이 빠져서 다시 수정했다.,0
용,이번 문제에 적합한 해결 방법을 적용해 보았다.,0
용,실험 중에 색이 변하는 용액을 보고 신기했다.,0
용,수업 시간에 배운 내용이 시험에 나왔다.,0
용,쇼핑할 때 신용카드를 사용하여 편리하게 결제했다.,0
용,아이가 크레용으로 색칠한 그림이 벽에 붙어 있었다.,0
용,회사는 고객의 신용을 중요하게 여겨서 철저한 신용 평가를 실시한다.,0
용,인터넷을 이용해 원하는 정보를 찾았다.,0
용,대형 건물의 철골 구조는 용접 기술이 매우 중요하다.,0
용,고무줄과 용수철을 이용해서 간단한 실험을 해봤다.,0
용,전설 속의 용이 하늘을 날아다닌다고 한다.,1
용,드래곤은 불을 뿜는 무서운 용으로 묘사된다.,1
용,아이들은 동화책에 나오는 용 이야기를 좋아한다.,1
용,용이 등장하는 영화는 항상 스릴 넘친다.,1
용,나는 용이 나오는 게임을 친구들과 함께 즐겼다.,1
용,용이 수호신 역할을 한다는 전설이 전해 내려온다.,1
벼,갑자기 떨어진 벼락에 모두 놀라서 뛰어갔다.,0
벼,할아버지의 서재에는 오래된 벼루가 놓여 있었다.,0
벼,조선시대에는 벼슬이 높은 사람일수록 사회적 지위가 높았다.,0
벼,시험 전날 벼락치기로 공부를 하다 보니 매우 피곤했다.,0
벼,갑작스러운 사건에 벼락같이 반응해야 했다.,0
벼,오래된 집에 벼룩이 많이 생겨서 청소를 했다.,0
벼,산을 오르다 보니 벼랑에 서 있는 기분이 들었다.,0
벼,천둥과 함께 벼락이 떨어지면서 큰 소음이 일어났다.,0
벼,명필이 쓴 글씨를 보기 위해 벼루를 자세히 살펴보았다.,0
벼,중요한 발표를 준비하면서 벼락치기로 자료를 정리했다.,0
벼,벼농사를 하려면 많은 물과 적절한 기후가 필요하다.,1
벼,여름철에는 푸른 벼밭이 넓게 펼쳐져 있는 풍경이 아름답다.,1
벼,수확한 벼알을 정성스럽게 다듬어 쌀로 만드는 과정이 중요하다.,1
벼,농부들은 벼농사를 위해 계절에 맞춰 적절한 관리와 재배를 한다.,1
벼,가을이 되면 벼밭에서 금빛으로 익어가는 벼를 볼 수 있다.,1
벼,"벼는 한국에서 가장 중요한 농작물 중 하나로, 주요 식량 자원이다.",1
벼,여름철에는 벼가 자라는 모습을 보기 위해 농장에 방문하는 것이 좋다.,1
벼,벼가 자라려면 충분한 물과 햇빛이 필요하다.,1
벼,가을에는 벼를 수확해 쌀로 가공하는 작업이 진행된다.,1
벼,"벼의 꽃은 작고 하얀 색깔로, 자주 관찰하기 어렵다.",1
풀,공원에서 토끼풀을 발견하고 친구들과 함께 장난감을 만들어 놀았다.,0
풀,토끼풀이 자생하는 정원에서 어린이들이 신나게 뛰어놀았다.,0
풀,여름에 산책을 하다 보니 토끼풀이 널려 있는 곳에서 아이들이 놀고 있었다.,0
풀,친구가 나에게 문제를 풀어달라고 요청했다.,0
풀,신문에 실린 기사를 풀어보니 이해가 잘 되었다.,0
풀,팀워크를 통해 문제를 풀어가는 과정이 정말 재미있었다.,0
풀,신나는 음악을 들으며 기분을 풀어보았다.,0
풀,중요한 정보를 풀어놓은 문서를 꼼꼼히 검토했다.,0
풀,풀밭에서 소풍을 즐기며 친구들과 함께 놀았다.,1
풀,정원에 심은 풀꽃이 아름답게 피어났다.,1
풀,숲 속의 풀숲에서 자연의 소리를 들으며 힐링했다.,1
풀,시험 문제를 풀기 위해 열심히 공부했다.,0
풀,마당의 풀사리를 잘 정리해야 여름철에 풀이 자라지 않는다.,1
풀,식물의 풀뿌리는 토양 속에서 영양분을 흡수한다.,1
풀,집 안에 풀장식을 추가해서 분위기를 상쾌하게 만들었다.,1
풀,농장에서 풀무를 사용하여 곡식을 탈곡했다.,0
풀,아이들은 풀밭에서 놀다가 신나서 웃음을 터뜨렸다.,1
풀,정원에 풀이 자주 자라서 잔디를 깎아야 한다.,1
풀,비가 온 뒤 풀이 더욱 푸르고 건강하게 자랐다.,1
배,학교에서 친구와 함께 점심으로 배를 먹었다.,1
배,바닷가에서 배를 타고 해양 스포츠를 즐겼다.,2
배,엄마가 만든 배식초가 요리에 깊은 맛을 더해 준다.,1
배,오늘은 배가 아파서 병원에 가야 했다.,0
배,겨울철에는 배를 썰어 차로 마시면 따뜻하다.,1
배,공원에서 배를 가득 실은 농기계가 지나갔다.,1
배,책상 위에 배를 놓고 공부를 하다 보니 기운이 난다.,1
배,저녁에는 배를 깎아 신선한 과일로 먹었다.,1
배,배에 붙은 표식을 보니 이 배는 오래된 역사적 유물이다.,2
배,친구와 함께 배를 타고 바다를 탐험했다.,2
배,마트에서 배를 한 통 사서 냉장고에 보관했다.,1
배,배에 구멍이 나서 물이 새기 시작했다.,2
배,아침 식사로 배와 요거트를 함께 먹었다.,1
배,물이 많은 지역에서는 배가 교통 수단으로 활용된다.,2
배,조리법에 따라 배를 썰어서 샐러드에 넣었다.,1
배,여행을 떠나기 위해 항구에서 배를 기다렸다.,2
배,배 위에서 신선한 바람을 맞으며 풍경을 즐겼다.,2
배,배가 아파서 병원에 갔다.,0
배,배추로 만든 김치가 집에서 가장 인기 있는 반찬이다.,0
배,인터넷에서 배달 음식을 주문하면 집에서도 편하게 식사를 할 수 있다.,0
배,휴대폰의 배터리가 다 되어 충전기를 찾아야 했다.,0
배,매주 토요일마다 배구를 하러 친구들과 체육관에 간다.,0
배,여름철에는 배꼽이 보이는 옷을 자주 입게 된다.,0
배,오늘 체육 시간에 친구들과 함께 배구 경기를 하며 즐거운 시간을 보냈다.,0
배,주말에 공원에서 가족과 함께 배드민턴을 치며 운동을 했다.,0
배,배달음식을 시키면 다양한 음식을 집에서 간편하게 즐길 수 있다.,0
배,사진의 배경이 너무 아름다워서 인생 사진을 찍었다.,0
배,카페에서 배경음악이 흐르면서 편안하게 책을 읽었다.,0
배,새로운 컴퓨터를 구매하고 나서 배경화면을 자신만의 디자인으로 바꿨다.,0
배,집에서 배관이 막혀서 수리업자를 부르기로 했다.,0
배,비가 많이 와서 배수가 잘 되지 않아 도로가 물에 잠겼다.,0
배,전기 시설을 설치하기 위해 배선도를 자세히 검토했다.,0
배,장을 보고 돌아와서 배추를 사용해 맛있는 된장찌개를 만들었다.,0
배,친구가 배달 서비스를 이용해 우리 집까지 음식이 배달되었다.,0
배,노트북의 배터리 잔량이 적어 충전하기 위해 전원에 연결했다.,0
콩,주인공의 이름이 콩이었다.,0
콩,땅콩 맛이 나는 아이스크림을 먹으니 고소하고 달콤한 맛이 입 안에 가득했다.,0
콩,콩트나 드라마에서 자주 보는 장면이 떠올랐다.,0
콩,콩나물을 넣어 만든 국물에 밥을 비벼 먹으니 맛이 좋았다.,0
콩,간식으로 땅콩을 구워서 영화 관람 중에 먹었다.,0
콩,땅콩 버터를 바른 토스트가 아침 식사로 아주 맛있었다.,0
콩,여름철에는 콩국수가 시원하고 상큼해서 자주 먹는다.,1
콩,콩고기는 채식주의자들이 고기 대신 많이 사용하는 재료다.,1
콩,김치찌개에 콩잎을 넣어 맛을 더욱 풍부하게 만들었다.,1
콩,집에서 직접 콩가루를 만들어 보았다.,1
콩,아침에 콩밥을 해 놓고 건강한 식사를 시작했다.,1
콩,장터에서 콩밭을 운영하며 직접 기른 콩을 판매했다.,1
콩,저녁에 콩가루로 만든 전통 간식을 즐기며 휴식을 취했다.,1
콩,간식으로 콩을 한 줌 집어 먹으니 배가 고프지 않았다.,1
콩,식사 후 디저트로 콩을 볶아서 먹으니 맛이 좋았다.,1
콩,친구가 가져온 콩 과자를 나눠 먹으면서 즐거운 시간을 보냈다.,1
밤,오늘 밤에는 별이 많이 보여서 하늘이 정말 아름다웠다.,0
밤,밤새도록 책을 읽다 보니 눈이 감길 정도로 피곤했다.,0
밤,가족과 함께 밤에 산책을 하며 스트레스를 풀었다.,0
밤,밤에 차가운 공기를 느끼며 기분이 상쾌해졌다.,0
밤,밤늦게까지 작업을 하다가 커피 한 잔으로 피로를 달랬다.,0
밤,밤색 코트를 입고 외출하니 날씨가 더 따뜻하게 느껴졌다.,0
밤,밤하늘에 떠 있는 별들이 너무 선명해서 감탄했다.,0
밤,"친구들과 함께 밤낚시를 하러 갔는데, 큰 물고기를 잡았다.",0
밤,밤비가 창문을 두드리며 편안한 분위기를 만들어 주었다.,0
밤,중요한 프로젝트 마감을 위해 밤을 새서 매우 피곤했다.,0
밤,겨울철에는 구운 밤을 간식으로 먹으면서 따뜻한 시간을 보낸다.,1
밤,밤을 찜기에 쪄서 먹으면 더욱 달콤하고 부드럽다.,1
밤,친구와 함께 밤을 나눠 먹으면서 이야기를 나누는 것이 즐겁다.,1
밤,밤을 이용해 만든 밤식빵은 부드럽고 고소한 맛이 일품이다.,1
빵,아침에 새로 오픈한 빵집에 들렀다.,1
빵,차가운 날씨에는 털이 빵빵한 외투를 입어야 했다.,0
빵,빵가루를 뿌려서 만든 튀김이 더욱 바삭하고 맛있다.,1
빵,빵순이인 친구가 새로 열린 빵집을 자주 가서 맛있는 빵을 사온다.,1
빵,빵판 위에 다양한 종류의 쿠키를 예쁘게 놓았다.,1
빵,빵찌개를 만들어 먹었는데 맛있었다.,1
빵,빵속에 들어간 크림이 부드럽고 달콤해 디저트로 좋다.,1
빵,아침 식사로 빵과 함께 신선한 주스를 마셨다.,1
빵,갓 구운 빵이 따뜻하고 바삭해서 정말 맛있었다.,1
빵,점심으로 빵과 함께 샐러드를 먹으니 한 끼 식사가 완성되었다.,1
빵,디저트로 식빵에 잼을 발라 먹으니 달콤한 맛이 일품이었다.,1
국,따뜻한 국물이 들어간 찌개가 추운 날씨에 정말 잘 어울린다.,1
국,점심으로 국에 밥을 말아 먹으니 간편하고 맛있었다.,1
국,아침에 국을 넣은 간단한 식사를 준비해 빠르게 해결했다.,1
국,매운 국수를 먹으면서 스트레스를 푸는 것이 좋다.,0
국,시원한 국물이 가득한 미역국을 아침 식사로 먹으니 건강에 좋았다.,1
국,국밥에 푹 익은 고기와 신선한 채소를 넣어 더 맛있게 즐겼다.,1
국,점심으로 국수를 먹으면서 친구와 이야기꽃을 피웠다.,0
국,국밥에 들어간 다양한 재료가 국물의 맛을 풍부하게 해준다.,1
국,국회에서 중요한 법안이 논의되고 있다고 들었다.,0
국,매주 수요일에는 국회에서 중요한 법안이 논의된다.,0
국,선생님이 국장님과의 만남에 대해 이야기해 주셨다.,0
국,여행 중에 국경을 넘어서 새로운 나라에 도착했다.,0
국,강을 따라 흐르는 물이 국경을 형성하는 지역이 많다.,0
국,우리 집 근처에 있는 국토 공원이 너무 좋아서 자주 가곤 한다.,0
국,국어 수업에서 새로운 단어와 문법을 배우는 것이 재미있다.,0
국,우리나라의 국토는 다양한 자연경관으로 유명하다.,0
국,서울에는 많은 국립 박물관과 도서관이 있다.,0
국,가을에 국화 꽃이 많이 피어서 공원이 예뻐 보였다.,0
국,국화는 가을철에 특히 아름다운 꽃이다.,0
국,국제 축제에 참여해서 다양한 나라의 문화를 경험했다.,0
국,오늘 학교에서 국립관에 대한 이야기를 들었다.,0
국,이번 전시회는 국립관에서 열리는 만큼 많은 관람객들이 예상된다.,0
국,새로 나온 국어사전이 너무 유용해서 자주 사용한다.,0
국,새로 출판된 국어사전에는 현대 언어의 변화가 잘 반영되어 있다.,0
국,국민들이 다 함께 참여하는 행사에 가게 되어 기뻤다.,0
국,국민들의 건강을 위해 다양한 정책이 시행되고 있다.,0
국,여름 방학 동안 국내 여행을 하며 많은 곳을 구경했다.,0
국,우리 학교는 국가 인증을 받은 우수 학교라고 들었다.,0
국,친구와 함께 국제기구에 관한 영화를 보면서 많은 것을 배웠다.,0
국,국보로 지정된 유물을 박물관에서 직접 보고 감동했다.,0
국,나라의 국방을 위해 많은 사람들이 열심히 일하고 있다는 것을 알았다.,0
국,중요한 서류를 보내기 위해 우체국에 들렀다.,0
국,가족과 함께 주말에 국립공원에서 하이킹을 즐겼다.,0
국,국정 개혁에 관한 뉴스에서 중요한 소식을 들었다.,0
국,국물이 진하고 얼큰한 매운탕이 오늘의 저녁 메뉴이다.,1
국,친구와 함께 국수를 먹으면서 새로운 레시피를 시도해 보았다.,0
국,국밥은 특히 겨울철에 따뜻하게 몸을 데울 수 있는 음식이다.,1
국,국회에서 논의되는 다양한 법안들이 어떻게 결정되는지 궁금하다.,0
국,우리 학교의 국장님이 방문하셔서 특별 강의를 해주셨다.,0
국,다음 주에 열리는 국제 회의에서 중요한 발표를 준비하고 있다.,0
밥,오늘 저녁에는 가족들이 모두 밥상에 둘러앉아 식사를 했다.,1
밥,아침에 엄마가 밥솥에서 따끈한 밥을 꺼내 주셔서 맛있게 먹었다.,1
밥,학교 끝나고 친구랑 동네 밥집에서 밥을 먹었다.,1
밥,집에 있는 밥통이 고장 나서 엄마가 새로 사야겠다고 하셨다.,1
밥,점심으로 밥버거를 먹었는데 생각보다 맛있어서 또 먹고 싶다.,1
밥,엄마가 주신 밥공기를 다 비우고 나니 배가 부르다.,1
밥,먹다가 밥알이 옷에 떨어져서 깜짝 놀랐다.,1
밥,아빠가 밥상에서 어릴 때 이야기해 주셔서 재미있었다.,1
